duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,logged_in,count,srv_count,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,0,47,1,0,0,0,0,146,12,10,1,0,255,12,0,0,10,10
2076,0,21,4,72564,0,0,1,10,10,10,10,0,255,231,9,0,1,1
0,1,47,9,53,51,0,0,511,511,0,10,0,255,255,10,8,0,0
0,1,9,9,42,42,0,0,5,13,0,10,0,255,255,10,0,0,0
0,1,47,9,55,50,0,0,293,293,0,10,0,255,255,10,10,0,0
0,0,42,1,0,0,0,0,508,1,10,0,10,255,1,0,0,10,10
0,0,21,9,234,19826,0,1,1,1,0,10,0,101,200,10,0,0,0
0,2,12,9,1032,0,0,0,350,350,0,10,0,255,255,10,10,0,0
0,0,21,9,197,22935,0,1,2,36,0,10,0,255,255,10,0,0,0
0,0,21,9,181,7051,0,1,2,2,0,10,0,19,255,10,0,0,0
0,0,47,1,0,0,0,0,227,13,10,1,1,255,13,0,0,10,10
0,0,15,5,0,0,0,0,66,16,0,2,1,255,37,2,0,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,255,252,10,0,0,0
7999,0,58,9,0,44,0,0,1,1,0,10,0,255,103,4,0,0,0
22174,0,68,9,13948,1171108,0,0,1,1,0,10,0,12,10,8,1,0,0
0,0,21,9,190,183,0,1,1,2,0,10,0,7,255,10,1,0,0
0,0,47,4,0,0,0,0,1,1,10,10,0,255,1,0,8,8,10
0,0,66,1,0,0,0,0,275,13,10,0,1,255,13,0,0,10,10
283,0,16,9,162,597,2,1,1,1,0,10,0,255,96,4,0,0,0
0,1,47,9,55,50,0,0,511,511,0,10,0,255,255,10,10,0,0
0,0,47,1,0,0,0,0,296,18,10,1,1,255,18,1,0,10,10
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,12,0,0,9,0
0,0,55,1,0,0,0,0,4,12,10,2,10,255,25,1,0,4,10
0,1,42,9,1,1,0,0,41,1,0,0,10,255,1,0,10,0,0
0,0,21,9,299,297,0,1,17,17,0,10,0,90,255,10,0,0,0
0,0,21,9,353,14008,0,1,19,19,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,260,15,10,1,1,255,15,1,0,10,10
0,0,4,5,0,0,0,0,134,5,0,0,1,255,5,0,0,0,0
0,0,58,2,0,15,0,0,1,1,10,10,0,171,88,3,0,9,6
280,0,17,9,283618,0,0,0,2,2,0,10,0,5,10,8,8,0,0
0,0,47,1,0,0,0,0,104,9,10,1,1,255,9,0,0,10,10
0,0,42,1,0,0,0,0,1,1,10,10,0,118,17,1,0,1,6
0,0,21,9,322,10258,0,1,42,42,0,10,0,42,108,10,0,0,0
0,0,47,1,0,0,0,0,2,1,10,5,10,255,1,0,4,4,10
0,0,21,9,312,12954,0,1,22,22,0,10,0,255,255,10,0,0,0
0,0,17,9,12,0,0,0,1,1,0,10,0,3,9,10,10,0,0
0,0,31,5,0,0,0,0,150,20,0,1,1,255,20,1,0,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,255,218,8,0,0,0
4,0,45,9,32,93,0,1,1,1,0,10,0,255,172,7,0,1,0
0,0,47,1,0,0,0,0,105,12,10,1,1,255,12,0,0,10,10
0,2,12,9,1008,0,0,0,9,9,0,10,0,255,255,10,10,0,0
0,0,47,5,0,0,0,0,114,16,0,1,1,255,16,1,0,0,0
0,0,21,9,220,1400,0,1,8,8,0,10,0,8,255,10,1,0,0
0,0,42,1,0,0,0,0,509,1,10,0,10,255,1,0,0,10,10
1,0,52,9,2599,293,0,1,2,2,0,10,0,255,208,8,0,2,0
0,0,47,1,0,0,0,0,271,13,10,0,1,255,13,0,0,10,10
0,0,21,5,0,0,0,0,11,11,0,10,0,255,245,10,0,6,6
0,2,12,9,1008,0,0,0,449,449,0,10,0,255,255,10,10,0,0
0,0,47,1,0,0,0,0,265,14,10,0,1,255,14,0,0,10,10
0,0,8,1,0,0,0,0,258,12,10,0,0,255,12,0,0,10,10
0,0,47,1,0,0,0,0,133,7,10,0,1,255,7,0,0,10,10
0,1,47,9,105,146,0,0,2,2,0,10,0,90,89,10,0,0,0
0,0,8,1,0,0,0,0,281,12,10,0,1,255,12,0,0,10,10
0,0,47,1,0,0,0,0,137,16,10,1,1,255,16,1,0,10,10
0,0,52,9,7074,374,0,1,1,3,0,10,0,3,155,10,3,0,0
4,0,45,9,32,93,0,1,1,1,0,10,0,255,192,8,0,1,0
0,0,52,1,0,0,0,0,1,1,10,10,0,255,2,0,0,0,5
0,1,47,9,105,105,0,0,3,3,0,10,0,255,254,10,0,0,0
0,1,47,9,105,146,0,0,3,3,0,10,0,255,254,10,0,0,0
4,0,45,9,32,93,0,1,1,1,0,10,0,123,108,9,0,1,0
0,0,17,9,15377,0,0,0,2,1,0,5,10,255,11,0,0,0,0
4,0,45,9,31,93,0,1,1,1,0,10,0,255,237,9,0,0,0
0,1,47,9,1,1,0,0,125,1,0,0,8,255,1,0,10,0,0
0,2,12,9,1008,0,0,0,20,20,0,10,0,255,255,10,10,0,0
0,0,66,5,0,0,0,0,300,20,0,1,1,255,20,1,0,0,0
0,0,21,9,330,1510,0,1,4,4,0,10,0,160,253,10,0,0,0
0,0,52,9,914,329,0,1,2,2,0,10,0,255,155,6,0,0,0
7358,0,58,9,0,44,0,0,1,1,0,10,0,255,217,8,0,2,0
0,0,47,1,0,0,0,0,107,10,10,1,1,255,10,0,0,10,10
280,0,17,9,283618,0,0,0,1,1,0,10,0,1,11,10,10,0,0
283,0,16,9,164,599,2,1,1,1,0,10,0,255,28,1,0,0,0
0,0,17,9,12,0,0,0,1,1,0,10,0,110,11,0,0,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,147,6,0,0,0
0,0,21,9,223,1784,0,1,6,10,0,10,0,96,255,10,0,0,0
0,0,21,9,229,237,0,1,7,8,0,10,0,42,255,10,0,0,0
0,2,12,9,1032,0,0,0,115,115,0,10,0,255,42,2,2,7,0
0,0,21,9,215,241,0,1,3,9,0,10,0,3,255,10,3,0,0
0,0,42,1,0,0,0,0,494,1,9,0,10,255,1,0,0,8,10
0,0,47,5,0,0,0,0,300,20,0,1,1,255,20,1,0,0,0
0,0,21,9,220,21377,0,1,4,4,0,10,0,4,255,10,2,0,0
0,0,21,9,294,1127,0,1,6,10,0,10,0,6,249,10,2,0,0
0,1,47,9,1,0,0,0,74,30,0,4,5,255,30,1,9,1,0
0,0,47,1,0,0,0,0,213,1,9,0,10,255,1,0,0,7,10
0,0,47,1,0,0,0,0,194,4,10,0,1,255,4,0,0,10,10
0,0,58,2,0,12,0,0,1,4,10,10,0,131,102,4,0,2,5
0,0,45,2,0,36,0,1,1,3,10,10,0,238,60,2,0,9,10
0,0,21,9,313,6356,0,1,21,21,0,10,0,255,255,10,0,0,0
0,1,42,9,23,23,0,0,1,1,0,10,0,255,2,0,0,0,0
0,0,21,9,221,451,0,1,9,11,0,10,0,38,255,10,0,0,0
0,0,57,1,0,0,0,0,261,6,10,0,1,255,6,0,0,10,10
0,0,21,9,249,879,0,1,12,12,0,10,0,98,255,10,0,0,0
0,1,9,9,44,112,0,0,1,4,0,10,0,255,250,10,0,0,0
0,2,12,9,1008,0,0,0,21,21,0,10,0,255,255,10,10,0,0
0,0,52,9,1148,333,0,1,1,1,0,10,0,255,141,6,0,0,0
0,0,21,9,174,12382,0,1,1,2,0,10,0,156,156,10,0,0,0
0,1,9,9,36,96,0,0,2,11,0,10,0,13,10,8,2,0,0
0,2,12,9,1008,0,0,0,368,368,0,10,0,255,255,10,10,0,0
2069,0,21,4,72564,0,0,1,9,9,10,10,0,255,244,10,0,5,5
0,1,47,9,54,50,0,0,235,235,0,10,0,255,255,10,10,0,0
0,0,47,5,0,0,0,0,108,19,0,2,1,8,6,8,1,0,0
282,0,16,9,160,597,2,1,1,1,0,10,0,255,6,0,0,3,0
0,0,47,5,0,0,0,0,141,10,0,1,1,255,10,0,0,0,0
0,0,21,9,210,1170,0,1,3,3,0,10,0,255,255,10,0,0,0
0,1,47,9,55,57,0,0,511,511,0,10,0,255,255,10,9,0,0
0,0,42,1,0,0,0,0,1,1,10,10,0,255,43,2,0,2,8
0,0,42,1,0,0,0,0,480,1,9,0,10,255,1,0,0,10,10
0,0,21,9,207,8326,0,1,4,4,0,10,0,19,179,10,0,0,0
282,0,16,9,166,601,2,1,1,1,0,10,0,214,70,3,0,0,0
280,0,17,9,283618,0,0,0,2,2,0,10,0,10,26,10,10,0,0
0,0,17,9,12,0,0,0,2,2,0,10,0,2,12,10,10,0,0
182,0,21,9,334,284,0,1,2,2,0,10,0,255,144,6,0,4,0
0,0,21,9,321,1997,0,1,3,3,0,10,0,3,237,10,3,0,0
0,0,21,9,302,8422,0,1,3,3,0,10,0,45,255,10,0,0,0
282,0,16,9,154,593,2,1,1,1,0,10,0,255,98,4,0,0,0
0,0,54,5,0,0,0,0,139,5,0,0,1,255,5,0,0,0,0
2067,0,21,4,88064,0,0,1,10,10,10,10,0,255,230,9,0,0,0
0,0,47,1,0,0,0,0,296,18,10,1,1,255,18,1,0,10,10
0,0,21,9,216,4260,0,1,4,4,0,10,0,89,255,10,0,0,0
0,1,47,9,52,49,0,0,511,511,0,10,0,255,255,10,8,0,0
0,0,21,9,281,704,0,1,10,11,0,10,0,27,106,10,0,0,0
0,0,58,1,0,0,0,0,1,1,10,10,0,185,19,0,0,0,6
0,0,21,9,205,1341,0,1,4,4,0,10,0,4,249,10,2,0,0
0,1,47,9,46,43,0,0,52,52,0,10,0,255,255,10,2,0,0
0,0,21,9,230,349,0,1,4,5,0,10,0,255,255,10,0,0,0
0,0,27,5,0,0,0,0,144,9,0,1,1,255,9,0,0,0,0
0,0,21,9,279,2582,0,1,6,6,0,10,0,153,255,10,0,0,0
0,0,21,9,240,2276,0,1,7,7,0,10,0,255,255,10,0,0,0
0,0,21,9,314,454,0,1,7,21,0,10,0,255,255,10,0,0,0
0,0,21,9,288,2093,0,1,10,35,0,10,0,10,255,10,1,0,0
0,1,9,9,43,68,0,0,156,156,0,10,0,255,255,10,0,0,0
0,1,9,9,46,46,0,0,160,240,0,10,0,255,254,10,0,0,0
0,1,41,9,48,48,0,0,1,1,0,10,0,255,14,0,0,0,0
0,0,21,9,199,3557,0,1,1,1,0,10,0,255,249,10,0,0,0
0,0,47,1,0,0,0,0,280,16,10,1,1,255,16,1,0,10,10
0,1,9,9,29,89,0,0,2,5,0,10,0,255,234,9,0,0,0
0,0,58,9,122,174,0,0,1,1,0,10,0,255,151,6,0,0,0
282,0,16,9,162,597,2,1,1,1,0,10,0,255,104,4,0,0,0
0,0,21,9,291,4073,0,1,9,12,0,10,0,31,255,10,0,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,107,4,0,5,0
0,0,47,1,0,0,0,0,253,14,10,1,1,255,14,0,0,10,10
0,2,11,9,30,0,0,0,4,1,0,2,5,255,1,0,0,0,0
7474,0,58,9,0,44,0,0,1,1,0,10,0,255,196,8,0,0,0
0,0,47,1,0,0,0,0,103,2,10,0,1,255,2,0,0,10,10
0,0,51,2,0,0,0,0,113,9,7,1,1,255,9,0,0,4,10
0,1,9,9,77,44,0,0,268,268,0,10,0,195,172,9,5,0,0
0,0,47,1,0,0,0,0,213,13,10,1,1,255,13,0,0,10,10
0,0,21,9,219,1535,0,1,9,9,0,10,0,9,255,10,1,0,0
0,0,47,1,0,0,0,0,220,17,10,1,1,255,17,1,0,10,10
142,0,16,9,142,461,1,1,1,1,0,10,0,1,1,10,10,0,0
0,0,58,9,123,174,0,0,1,1,0,10,0,255,56,2,0,0,0
0,0,21,9,345,3138,0,1,15,15,0,10,0,54,255,10,0,0,0
0,0,58,2,0,0,0,0,239,2,10,0,1,255,2,0,0,10,10
4,0,45,9,32,93,0,1,1,1,0,10,0,170,152,9,0,1,0
0,0,21,9,54540,8314,2,1,3,9,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,183,3,0,0,1,255,3,0,0,0,0
0,0,42,1,0,0,0,0,511,1,8,0,10,255,1,0,0,9,10
0,0,21,9,282,4424,0,1,2,2,0,10,0,255,255,10,0,0,0
282,0,16,9,162,597,2,1,1,1,0,10,0,255,102,4,0,0,0
0,0,34,1,0,0,0,0,222,16,9,1,1,255,16,1,0,9,4
0,0,36,1,0,0,0,0,250,20,10,1,1,255,20,1,0,10,10
0,0,45,9,30,217,0,1,1,1,0,10,0,22,1,0,0,0,0
0,0,2,1,0,0,0,0,198,7,10,0,1,255,7,0,0,10,10
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,234,9,0,1,0
0,0,47,1,0,0,0,0,274,4,10,0,1,255,4,0,0,10,10
0,0,21,9,354,2897,0,1,2,50,0,10,0,13,255,10,1,0,0
0,0,17,9,12,0,0,0,2,2,0,10,0,29,8,3,3,0,0
0,0,28,1,0,0,0,0,140,20,10,1,1,255,20,1,0,10,10
0,0,21,9,248,1101,0,1,3,3,0,10,0,82,255,10,0,0,0
0,0,52,9,0,83,0,1,1,1,0,10,0,113,195,8,0,0,0
0,0,47,1,0,0,0,0,117,4,10,0,1,255,4,0,0,10,10
0,0,25,1,0,0,0,0,2,2,10,5,10,255,45,2,0,6,10
0,0,21,9,145,2074,0,1,1,1,0,10,0,1,255,10,10,0,0
0,0,47,1,0,0,0,0,2,1,10,5,10,255,1,0,0,0,10
0,0,21,9,296,6482,0,1,4,4,0,10,0,252,255,10,0,0,0
0,0,21,5,0,0,0,0,100,100,0,10,0,255,255,10,0,4,4
0,0,64,5,0,0,0,0,120,1,0,0,1,255,1,0,0,0,0
0,0,21,9,54540,8314,2,1,5,5,0,10,0,255,249,10,0,1,1
0,0,21,9,321,174,0,1,19,19,0,10,0,255,255,10,0,0,0
0,2,12,9,1032,0,0,0,510,510,0,10,0,74,73,10,10,0,0
0,0,21,5,0,0,0,0,36,36,1,10,0,255,255,10,0,7,7
0,0,47,1,0,0,0,0,129,7,10,0,1,255,7,0,0,10,10
0,0,21,9,246,1101,0,1,27,27,0,10,0,255,255,10,0,0,0
795,0,21,4,57964,0,0,1,20,20,10,10,0,255,254,10,0,6,6
4,0,21,4,33580,4380,1,1,3,3,7,10,0,255,255,10,0,1,1
0,0,21,9,242,7435,0,1,1,1,0,10,0,32,255,10,0,0,0
792,0,21,4,61504,1,0,1,38,38,10,10,0,255,253,10,0,6,7
0,0,21,9,209,415,0,1,15,15,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,181,4,0,0,1,255,4,0,0,0,0
0,2,12,9,508,0,0,0,111,111,0,10,0,255,255,10,10,0,0
0,0,21,9,315,2527,0,1,2,12,0,10,0,38,255,10,0,0,0
799,0,21,4,71584,0,0,1,45,45,10,10,0,255,253,10,0,7,7
0,0,47,1,0,0,0,0,236,17,10,1,1,255,17,1,0,10,10
0,0,58,9,124,174,0,0,1,1,0,10,0,255,255,10,0,0,0
0,0,21,9,249,1587,0,1,10,10,0,10,0,255,255,10,0,0,0
0,2,11,9,8,0,0,0,1,47,0,10,0,2,64,10,10,0,0
0,1,9,9,43,74,0,0,222,222,0,10,0,255,255,10,0,0,0
0,0,21,9,266,98836,0,1,1,2,0,10,0,13,251,10,1,0,0
0,0,47,1,0,0,0,0,275,18,10,1,0,255,18,1,0,10,10
0,0,21,1,0,0,0,0,1,1,10,10,0,255,26,1,0,9,10
0,1,9,9,44,115,0,0,1,3,0,10,0,255,250,10,0,0,0
0,0,20,5,0,0,0,0,180,18,0,1,1,255,18,1,0,0,0
0,0,58,9,124,174,0,0,1,1,0,10,0,255,24,1,0,0,0
0,0,21,9,54540,8314,2,1,4,17,0,10,0,255,254,10,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,235,9,0,1,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,115,4,0,0,0
280,0,17,9,283618,0,0,0,2,2,0,10,0,2,17,10,10,0,0
1,0,25,2,0,44,0,0,2,2,10,5,10,232,58,2,0,9,10
0,0,47,5,0,0,0,0,119,20,0,2,1,255,20,1,0,0,0
0,0,15,5,0,0,0,0,19,6,0,3,2,255,63,2,0,0,0
901,0,21,4,75484,0,0,1,73,73,10,10,0,255,255,10,0,4,4
0,1,47,9,54,51,0,0,511,511,0,10,0,255,255,10,10,0,0
280,0,17,9,283618,0,0,0,2,2,0,10,0,2,10,10,10,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,75,3,0,6,0
806,0,21,4,75484,0,0,1,59,59,10,10,0,255,253,10,0,3,3
0,0,21,9,243,2211,0,1,21,21,0,10,0,255,255,10,0,0,0
0,2,12,9,1008,0,0,0,30,30,0,10,0,255,255,10,10,0,0
0,0,21,9,152,481,0,1,1,1,0,10,0,1,255,10,10,0,0
0,0,58,9,124,174,0,0,1,1,0,10,0,255,242,10,0,0,0
0,0,47,1,0,0,0,0,250,18,10,1,1,255,18,1,0,10,10
0,0,47,1,0,0,0,0,104,4,10,0,1,255,4,0,0,10,10
0,0,47,5,0,0,0,0,271,9,2,0,1,255,9,0,0,2,0
0,0,21,9,233,261,0,1,3,3,0,10,0,255,241,10,0,0,0
0,1,47,9,44,0,0,0,2,2,0,10,0,255,254,10,0,0,0
0,0,47,1,0,0,0,0,254,4,10,0,1,255,4,0,0,10,10
0,0,58,5,0,0,0,0,140,140,0,10,0,255,233,9,0,0,0
0,2,12,9,520,0,0,0,226,226,0,10,0,255,255,10,10,0,0
0,0,21,9,235,608,0,1,11,11,0,10,0,28,255,10,0,0,0
0,1,47,9,54,56,0,0,507,507,0,10,0,255,255,10,8,0,0
0,0,42,1,0,0,0,0,511,1,10,0,10,255,1,0,0,10,10
0,0,17,9,8173,0,0,0,15,15,0,10,0,190,53,3,3,0,0
0,0,47,1,0,0,0,0,261,3,10,0,1,255,3,0,0,10,10
0,1,47,9,105,146,0,0,1,1,0,10,0,230,228,10,0,0,0
0,0,21,9,355,313,0,1,1,2,0,10,0,167,255,10,0,0,0
0,0,47,1,0,0,0,0,121,17,10,1,1,255,17,1,0,10,10
0,0,47,1,0,0,0,0,102,19,10,2,1,255,19,1,0,10,10
2,0,52,9,4485,1124,0,1,1,1,0,10,0,255,9,0,0,0,0
0,0,47,1,0,0,0,0,130,12,10,1,0,255,12,0,0,10,10
0,0,66,5,0,0,0,0,178,17,0,1,1,255,17,1,0,0,0
0,0,21,9,308,406,0,1,12,12,0,10,0,255,255,10,0,0,0
0,0,58,5,0,0,0,0,121,121,0,10,0,255,255,10,0,0,0
0,1,47,9,105,146,0,0,2,2,0,10,0,188,187,10,0,0,0
1,0,52,9,2599,261,0,1,1,1,0,10,0,255,244,10,0,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,108,93,8,0,1,0
0,1,9,9,44,115,0,0,1,4,0,10,0,255,254,10,0,0,0
281,0,16,9,165,601,2,1,1,1,0,10,0,227,75,3,0,0,0
0,0,21,9,221,2183,0,1,1,1,0,10,0,1,255,10,10,0,0
0,2,12,9,30,0,0,0,1,1,0,10,0,75,75,10,10,0,0
0,0,42,1,0,0,0,0,472,1,10,0,10,255,1,0,0,10,10
0,0,8,1,0,0,0,0,118,18,10,2,1,255,18,1,0,10,10
0,0,21,9,356,7273,0,1,38,38,0,10,0,189,255,10,0,0,0
0,0,21,9,245,10082,0,1,3,3,0,10,0,255,255,10,0,0,0
0,0,16,9,26,157,0,0,1,1,0,10,0,69,39,6,0,0,0
0,0,21,9,248,753,0,1,2,10,0,10,0,255,255,10,0,0,0
283,0,16,9,160,599,2,1,1,1,0,10,0,255,49,2,0,0,0
0,1,9,9,44,81,0,0,128,128,0,10,0,255,255,10,0,0,0
0,0,21,9,310,2698,0,1,5,5,0,10,0,255,239,9,0,0,0
1,0,58,2,0,15,0,0,4,10,8,5,8,41,89,3,0,8,7
0,0,15,2,0,0,0,0,50,14,10,3,1,255,35,1,0,10,10
0,0,69,1,0,0,0,0,107,7,10,1,1,255,7,0,0,10,10
0,0,16,9,26,157,0,0,2,2,0,10,0,208,100,5,0,0,0
0,0,21,9,217,349,0,1,14,14,0,10,0,208,255,10,0,0,0
1,0,52,9,2599,293,0,1,2,2,0,10,0,255,46,2,0,8,0
0,0,6,5,0,0,0,0,157,16,0,1,1,255,16,1,0,0,0
0,1,9,9,45,80,0,0,121,121,0,10,0,255,255,10,0,0,0
0,0,21,9,197,531,0,1,1,1,0,10,0,1,255,10,10,0,0
0,0,21,5,0,0,0,0,41,41,1,10,0,255,255,10,0,7,7
0,0,21,9,214,2807,0,1,2,2,0,10,0,255,255,10,0,0,0
1,0,52,9,7184,338,0,1,1,2,0,10,0,255,164,6,0,1,0
0,0,21,9,282,370,0,1,40,44,0,10,0,255,255,10,0,0,0
0,0,21,9,327,664,0,1,9,9,0,10,0,255,255,10,0,0,0
0,0,5,5,0,0,0,0,167,12,0,1,1,255,12,0,0,0,0
20,0,16,9,222,765,4,1,1,1,0,10,0,9,4,4,1,0,0
0,0,21,9,262,10496,0,1,4,4,0,10,0,62,255,10,0,0,0
0,0,21,9,253,1828,0,1,2,2,0,10,0,255,245,10,0,0,0
0,2,12,9,508,0,0,0,429,429,0,10,0,255,255,10,10,0,0
0,0,21,9,161,501,0,1,1,3,0,10,0,8,255,10,1,0,0
0,0,21,9,201,6875,0,1,19,19,0,10,0,19,255,10,0,0,0
900,0,21,4,57964,0,0,1,57,57,10,10,0,255,255,10,0,2,2
0,0,58,8,0,44,0,0,1,1,0,10,0,255,130,5,0,1,1
0,0,18,2,0,0,0,0,15,1,10,1,10,24,1,0,6,6,10
0,1,42,9,1,1,0,0,135,1,0,0,10,255,1,0,10,0,0
0,0,42,1,0,0,0,0,1,1,10,10,0,80,4,0,0,0,10
8096,0,58,9,0,15,0,0,1,1,0,10,0,255,66,3,0,1,2
0,0,21,9,322,10648,0,1,1,4,0,10,0,255,255,10,0,0,0
748,0,21,4,91544,0,0,1,2,2,10,10,0,231,228,10,0,0,0
0,0,21,9,206,22780,0,1,9,9,0,10,0,255,255,10,0,0,0
0,0,21,9,215,10038,0,1,15,15,0,10,0,56,255,10,0,0,0
0,0,21,9,294,260,0,1,22,22,0,10,0,144,255,10,0,0,0
0,1,47,9,54,54,0,0,511,511,0,10,0,255,255,10,10,0,0
0,0,58,9,126,174,0,0,1,1,0,10,0,255,226,9,0,0,0
281,0,16,9,164,599,2,1,1,1,0,10,0,210,69,3,0,0,0
4,0,45,9,31,93,0,1,1,1,0,10,0,182,163,9,0,0,0
0,0,45,1,0,0,0,0,3,4,7,3,10,115,29,2,0,6,10
0,0,21,9,324,5822,0,1,27,27,0,10,0,27,255,10,0,0,0
7646,0,58,9,0,44,0,0,1,1,0,10,0,255,168,7,0,0,0
0,0,21,9,336,1455,0,1,4,14,0,10,0,9,255,10,1,0,0
0,0,42,1,0,0,0,0,1,1,10,10,0,255,19,1,0,0,7
0,0,47,1,0,0,0,0,258,17,10,1,1,255,17,1,0,10,10
0,0,21,9,241,2698,0,1,3,3,0,10,0,255,245,10,0,0,0
0,0,17,9,12,0,0,0,1,1,0,10,0,6,5,8,8,0,0
7350,0,58,9,0,44,0,0,1,1,0,10,0,255,226,9,0,0,0
20,0,16,9,74,320,1,1,1,1,0,10,0,255,23,1,0,0,0
0,0,21,9,319,1861,0,1,4,4,0,10,0,38,255,10,0,0,0
0,0,47,1,0,0,0,0,209,20,10,1,1,255,20,1,0,10,10
0,0,21,9,250,17926,0,1,1,8,0,10,0,255,255,10,0,0,0
0,1,47,9,105,146,0,0,4,2,0,5,5,255,254,10,0,0,0
0,0,21,9,321,304,0,1,1,1,0,10,0,80,255,10,0,0,0
0,0,1,5,0,0,0,0,264,17,0,1,1,255,17,1,0,0,0
282,0,16,9,162,599,2,1,1,1,0,10,0,255,17,1,0,9,0
0,0,21,9,54540,8314,2,1,3,3,0,10,0,255,251,10,0,0,0
5,0,45,9,32,93,0,1,1,1,0,10,0,194,175,9,0,0,0
0,0,21,9,385,1320,0,1,1,5,0,10,0,3,255,10,3,0,0
0,0,55,1,0,0,0,0,1,11,10,10,0,36,52,2,0,9,10
0,0,21,9,280,23297,0,1,1,17,0,10,0,255,255,10,0,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,159,141,9,0,1,0
0,1,47,9,105,146,0,0,2,2,0,10,0,255,255,10,0,0,0
0,0,56,1,0,0,0,0,213,13,10,1,1,255,13,0,0,10,10
0,0,21,9,241,1982,0,1,1,1,0,10,0,10,255,10,1,0,0
0,0,21,9,362,258,0,1,29,31,0,10,0,80,247,10,0,0,0
0,0,21,9,303,2698,0,1,4,4,0,10,0,255,229,9,0,1,0
0,0,21,9,243,589,0,1,1,2,0,10,0,11,255,10,1,0,0
0,2,11,9,18,0,0,0,1,1,0,10,0,1,102,10,10,0,0
23,0,16,9,287,903,5,1,1,1,0,10,0,162,68,4,0,0,0
0,0,21,9,207,3018,0,1,1,1,0,10,0,1,255,10,10,0,0
0,0,21,9,324,1227,0,1,9,12,0,10,0,255,255,10,0,0,0
896,0,21,4,2484,0,0,1,85,85,10,10,0,255,255,10,0,3,3
0,0,47,1,0,0,0,0,104,5,10,0,1,255,5,0,0,10,10
0,2,12,9,1480,0,0,0,1,3,0,10,0,1,15,10,10,0,0
0,0,47,5,0,0,0,0,270,12,0,0,1,255,12,0,0,0,0
0,0,21,9,224,4378,0,1,8,35,0,10,0,37,255,10,0,0,0
0,0,52,9,99,347,0,1,1,1,0,10,0,24,160,1,0,0,0
0,0,21,9,225,283,0,1,10,29,0,10,0,176,255,10,0,0,0
0,0,58,2,0,15,0,0,1,3,10,10,0,158,85,3,0,9,7
4,0,45,9,28,93,0,1,1,1,0,10,0,255,211,8,0,0,0
0,0,21,9,286,5651,0,1,26,26,0,10,0,26,145,10,0,0,0
0,0,21,9,200,851,0,1,3,10,0,10,0,126,255,10,0,0,0
0,0,52,9,0,83,0,1,1,1,0,10,0,142,199,8,0,0,0
0,1,9,9,43,43,0,0,5,10,0,10,0,217,212,10,0,0,0
0,2,12,9,1032,0,0,0,409,409,0,10,0,255,255,10,10,0,0
0,0,21,9,349,261,0,1,13,20,0,10,0,255,255,10,0,0,0
0,1,42,9,1,1,0,0,325,1,0,0,10,255,1,0,10,0,0
0,0,58,9,122,174,0,0,1,1,0,10,0,255,84,3,0,0,0
0,0,21,9,328,486,0,1,1,1,0,10,0,46,255,10,0,0,0
0,0,45,5,0,0,0,0,1,1,0,10,0,96,85,3,0,0,0
0,0,66,5,0,0,0,0,147,4,0,0,1,255,4,0,0,0,0
0,0,44,1,0,0,0,0,211,3,10,0,1,255,3,0,0,10,10
0,2,12,9,508,0,0,0,31,31,0,10,0,255,255,10,10,0,0
0,0,34,1,0,0,0,0,125,12,10,1,1,255,12,0,0,10,10
0,0,58,9,125,174,0,0,1,1,0,10,0,255,47,2,0,0,0
0,0,21,9,221,301,0,1,6,6,0,10,0,36,255,10,0,0,0
0,0,21,9,335,774,0,1,6,6,0,10,0,38,255,10,0,0,0
0,0,21,9,189,7770,0,1,2,8,0,10,0,255,224,9,0,0,0
0,0,39,1,0,0,0,0,95,3,10,0,1,255,3,0,0,10,10
0,0,42,1,0,0,0,0,1,1,10,10,0,255,16,1,0,0,6
0,0,55,1,0,0,0,0,4,9,10,2,10,255,6,0,0,2,10
0,0,47,1,0,0,0,0,5,1,10,2,10,14,1,1,4,4,10
2076,0,21,4,72564,0,0,1,10,10,10,10,0,255,232,9,0,1,1
897,0,21,4,3904,0,0,1,28,28,8,10,0,255,255,10,0,7,7
0,1,42,9,1,1,0,0,42,1,0,0,10,255,1,0,10,0,0
0,1,47,9,1,0,0,0,485,2,0,0,10,255,2,0,10,0,0
4,0,45,9,32,93,0,1,1,1,0,10,0,13,14,10,1,0,0
